Date,CASEY,CML,IDC,JASON,KEN,LAN MLN,PATTERSON,PHIL,TRAVIS,KYLE
2006-08-29,0.0,1.73456998,27.7075556,0.0,68.69436168,51.42222806,124.28861172,16.61334238,0.0,0.0
2006-08-30,0.0,1.72027522,27.479215749999998,0.0,68.78044484,51.30375727,124.44436186,16.55343854,0.0,0.0
2006-08-31,0.0,1.72434893,27.5442879,0.0,68.78044484,51.34900275,124.44436186,16.57340649,0.0,0.0
2006-09-01,0.0,1.67717029,26.79067225,0.0,69.55519328000001,51.18767524,125.84611312000001,16.43363093,0.0,0.0
2006-09-02,0.0,1.6973917399999998,27.1136837,0.0,69.89952592,51.573456199999995,126.46911368,16.57340662,0.0,0.0
2006-09-03,0.0,1.7360552100000002,27.731281799999998,0.0,69.98560908,52.04317665,126.62486382,16.77308613,0.0,0.0
2006-09-04,0.0,1.6753908599999998,26.76224745,0.0,68.95261116,50.88583377,124.75586214,16.353759059999998,0.0,0.0
2006-09-05,0.0,1.65724304,26.4723594,0.0,68.52219536,50.48278716,123.97711144,16.21398336,0.0,0.0
2006-09-06,0.0,1.64287473,26.242844899999998,0.0,68.78044484,50.44409314999999,124.44436186,16.17404749,0.0,0.0
2006-09-07,0.0,1.58287233,25.2843824,0.0,66.19795004000001,48.56875924999999,119.77185766000001,15.57500869,0.0,0.0
2006-09-08,0.0,1.6549487600000001,26.43571205,0.0,69.12477748,50.73938315,125.06736242000001,16.27388728,0.0,0.0
2006-09-09,0.0,1.64458061,26.27009505,0.0,69.55519328000001,50.8257114,125.84611312000001,16.27388733,0.0,0.0
2006-09-10,0.0,1.68058205,26.845172549999997,0.0,71.10469016,51.95091174,128.64961564,16.633310610000002,0.0,0.0
2006-09-11,0.0,1.66458141,26.58958255,0.0,70.41602488000001,51.4508227,127.40361452,16.47356693,0.0,0.0
2006-09-12,0.0,1.69043535,27.002567,0.0,71.8794386,52.423020949999994,130.0513669,16.77308635,0.0,0.0
2006-09-13,0.0,1.67421406,26.74345305,0.0,71.70727228,52.16226225,129.73986662000002,16.67324658,0.0,0.0
2006-09-14,0.0,1.6964355899999999,27.09841325,0.0,72.13768808,52.61055434,130.51861732,16.83299023,0.0,0.0
2006-09-15,0.0,1.66843447,26.65113075,0.0,70.93252384,51.73539852,128.33811536000002,16.55343879,0.0,0.0
2006-09-16,0.0,1.63621254,26.1364268,0.0,70.07169224,50.974550779999994,126.78061396000001,16.29385534,0.0,0.0
2006-09-17,0.0,1.64406576,26.2618725,0.0,70.76035752,51.384148859999996,128.02661508,16.41366312,0.0,0.0
2006-09-18,0.0,1.62606504,25.97433375,0.0,69.98560908,50.82154869,126.62486382,16.233951479999998,0.0,0.0
2006-09-19,0.0,1.64206568,26.229923749999998,0.0,70.67427436,51.32163773,127.87086494,16.39369516,0.0,0.0
2006-09-20,0.0,1.64206568,26.229923749999998,0.0,70.67427436,51.32163773,127.87086494,16.39369516,0.0,0.0
2006-09-21,0.0,1.69606784,27.09254,0.0,72.99851968,53.00943824,132.07611872,16.93283008,0.0,0.0
2006-09-22,0.0,1.6602135,26.5198118,0.0,71.10469016,51.724684339999996,128.64961564,16.53347086,0.0,0.0
2006-09-23,0.0,1.66621374,26.61565805,0.0,71.36293964000001,51.912217729999995,129.11686606,16.593374739999998,0.0,0.0
2006-09-24,0.0,1.67621414,26.7754018,0.0,71.79335544,52.224773379999995,129.89561676,16.69321454,0.0,0.0
2006-09-25,0.0,1.65821342,26.48786305,0.0,71.018607,51.66217320999999,128.4938655,16.5135029,0.0,0.0
2006-09-26,0.0,1.6402127,26.2003243,0.0,70.24385856,51.099573039999996,127.09211424,16.333791259999998,0.0,0.0
2006-09-27,0.0,1.64221278,26.23227305,0.0,70.32994172000001,51.16208416999999,127.24786438000001,16.35375922,0.0,0.0
2006-09-28,0.0,1.6100644,25.718743749999998,0.0,69.29694380000001,50.32145965,125.37886270000001,16.0742078,0.0,0.0
2006-09-29,0.0,1.62606504,25.97433375,0.0,69.98560908,50.82154869,126.62486382,16.233951479999998,0.0,0.0
2006-09-30,0.0,1.6200648,25.8784875,0.0,69.7273596,50.6340153,126.1576134,16.1740476,0.0,0.0
2006-10-01,0.0,1.63606544,26.1340775,0.0,70.41602488000001,51.13410434,127.40361452,16.33379128,0.0,0.0
2006-10-02,0.0,1.61806472,25.846538749999997,0.0,69.64127644,50.57150417,126.00186326000001,16.15407964,0.0,0.0
2006-10-03,0.0,1.61806472,25.846538749999997,0.0,69.64127644,50.57150417,126.00186326000001,16.15407964,0.0,0.0
2006-10-04,0.0,1.61606464,25.81459,0.0,69.55519328000001,50.50899304,125.84611312000001,16.13411168,0.0,0.0
2006-10-05,0.0,1.62806512,26.006282499999998,0.0,70.07169224,50.88405982,126.78061396000001,16.25391944,0.0,0.0
2006-10-06,0.0,1.60806432,25.686795,0.0,69.21086064,50.25894852,125.22311256,16.05423984,0.0,0.0
2006-10-07,0.0,1.59206368,25.431205,0.0,68.52219536,49.75885948,123.97711144,15.89449616,0.0,0.0
2006-10-08,0.0,1.63406536,26.10212875,0.0,70.32994172000001,51.071593209999996,127.24786438000001,16.31382332,0.0,0.0
2006-10-09,0.0,1.57206288,25.111717499999997,0.0,67.66136376,49.13374818,122.41961004000001,15.69481656,0.0,0.0
2006-10-10,0.0,1.6840531300000001,26.900614299999997,0.0,67.74744692,50.417887269999994,122.57536018,16.25391917,0.0,0.0
2006-10-11,0.0,1.7524236,27.99274505,0.0,69.81344276,52.14438179,126.31336354000001,16.83298996,0.0,0.0
2006-10-12,0.0,3.3522941700000004,53.54980985,0.0,133.59052252,119.43563463999999,229.34952724,30.621607490000002,0.0,0.0
2006-10-13,0.0,3.6697056200000002,58.620305349999995,0.0,148.47993556,134.11957775000002,253.65747113999998,33.59818846,0.0,0.0
2006-10-14,0.0,3.77069677,60.233580749999994,0.0,153.35278352,138.68734834,261.74198156,34.57474733,0.0,0.0
2006-10-15,0.0,3.7806584599999997,60.39272395,0.0,153.60625568,139.22177295,262.00889334,34.62893142,0.0,0.0
2006-10-16,0.0,3.74298988,59.791016649999996,0.0,155.14096968,139.46634430999998,264.82050286000003,34.62997156,0.0,0.0
